과목코드-분반,과목명,2016_1_1학년,2016_1_2학년,2016_1_3학년,2016_1_4학년,2016_2_1학년,2016_2_2학년,2016_2_3학년,2016_2_4학년,2017_1_1학년,2017_1_2학년,2017_1_3학년,2017_1_4학년,2017_2_1학년,2017_2_2학년,2017_2_3학년,2017_2_4학년,2018_1_1학년,2018_1_2학년,2018_1_3학년,2018_1_4학년,2018_2_1학년,2018_2_2학년,2018_2_3학년,2018_2_4학년,2019_1_1학년,2019_1_2학년,2019_1_3학년,2019_1_4학년,2019_2_1학년,2019_2_2학년,2019_2_3학년,2019_2_4학년,2020_1_1학년,2020_1_2학년,2020_1_3학년,2020_1_4학년,2020_2_1학년,2020_2_2학년,2020_2_3학년,2020_2_4학년,2021_1_1학년,2021_1_2학년,2021_1_3학년,2021_1_4학년
COR1003-23,글로벌의사소통I,1 : 0.04,1 : 6.00,신청없음,1 : 0.50,,,,,1 : 0.09,1 : 1.00,1 : 1.00,1 : 0.50,1 : 1.17,1 : 7.00,신청없음,1 : 0.50,,,,,1 : 0.09,1 : 0.05,신청없음,신청없음,,,,,,,,,,,,,,,,,,,,
COR1003-24,글로벌의사소통I,신청없음,1 : 2.00,1 : 1.00,신청없음,,,,,1 : 0.21,1 : 3.00,신청없음,1 : 0.33,,,,,1 : 0.08,1 : 3.00,신청없음,신청없음,1 : 0.87,1 : 1.75,1 : 1.00,1 : 1.00,,,,,,,,,,,,,,,,,,,,
COR1003-25,글로벌의사소통I,신청없음,1 : 2.00,신청없음,신청없음,,,,,신청없음,1 : 2.00,신청없음,신청없음,,,,,신청없음,1 : 3.00,신청없음,신청없음,1 : 0.35,1 : 0.38,1 : 0.36,신청없음,,,,,,,,,,,,,,,,,,,,
COR1003-27,글로벌의사소통I,신청없음,1 : 1.00,신청없음,신청없음,,,,,신청없음,1 : 1.00,1 : 1.00,1 : 0.50,,,,,1 : 0.04,1 : 1.00,신청없음,신청없음,1 : 0.52,1 : 0.58,1 : 0.17,1 : 0.33,,,,,,,,,,,,,,,,,,,,
COR1003-28,글로벌의사소통I,신청없음,신청없음,1 : 0.50,1 : 1.00,,,,,1 : 0.09,1 : 1.00,1 : 1.00,1 : 0.50,,,,,신청없음,1 : 3.00,1 : 1.00,신청없음,,,,,,,,,,,,,,,,,,,,,,,,
COR1003-29,글로벌의사소통I,1 : 0.04,신청없음,신청없음,신청없음,,,,,1 : 0.19,신청없음,신청없음,신청없음,,,,,1 : 0.04,1 : 1.00,신청없음,신청없음,,,,,,,,,,,,,,,,,,,,,,,,
COR1003-30,글로벌의사소통I,신청없음,1 : 2.00,1 : 1.00,신청없음,,,,,신청없음,1 : 3.00,신청없음,신청없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR1003-31,글로벌의사소통I,1 : 0.04,신청없음,1 : 0.50,신청없음,,,,,1 : 0.04,1 : 3.00,신청없음,1 : 0.33,,,,,신청없음,신청없음,신청없음,1 : 0.25,,,,,,,,,,,,,,,,,,,,,,,,
COR1003-34,글로벌의사소통I,신청없음,1 : 3.00,신청없음,신청없음,,,,,,,,,,,,,1 : 0.08,1 : 1.00,신청없음,신청없음,,,,,,,,,,,,,,,,,,,,,,,,
COR1005-01,글로벌의사소통I(고급),1 : 0.04,1 : 1.00,신청없음,신청없음,1 : 0.17,1 : 0.10,1 : 0.05,1 : 0.05,1 : 0.04,1 : 1.00,신청없음,신청없음,,,,,신청없음,1 : 1.00,1 : 1.00,신청없음,,,,,,,,,,,,,,,,,,,,,,,,
COR1005-02,글로벌의사소통I(고급),1 : 0.08,신청없음,신청없음,신청없음,,,,,신청없음,신청없음,1 : 0.50,신청없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR1007-01,성찰과성장1,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,쿼터없음,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.08,1 : 2.67,1 : 1.00,쿼터없음,,,,,1 : 0.05,1 : 0.75,1 : 0.75,신청없음,,,,,0.04 : 1,0.93 : 1,1.18 : 1,0.20 : 1,,,,,,,,
COR1007-02,성찰과성장1,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,,,,,,,,,1 : 0.05,1 : 1.00,신청없음,쿼터없음,,,,,1 : 0.15,1 : 3.75,1 : 1.00,1 : 0.67,,,,,신청없음,0.40 : 1,0.05 : 1,신청없음,,,,,,,,
COR1007-03,성찰과성장1,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,,,,,,,,,,,,,1 : 0.02,신청없음,신청없음,쿼터없음,,,,,1 : 0.01,1 : 0.50,신청없음,신청없음,,,,,신청없음,0.07 : 1,신청없음,0.03 : 1,,,,,,,,
COR1009-01,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,쿼터없음,1 : 1.78,쿼터없음,쿼터없음,쿼터없음,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,1 : 0.92,쿼터없음,쿼터없음,쿼터없음,1 : 0.07,쿼터없음,쿼터없음,쿼터없음,1 : 0.20,1 : 0.05,쿼터없음,쿼터없음,1 : 0.57,쿼터없음,쿼터없음,쿼터없음,1 : 1.56,1 : 5.00,1 : 4.00,쿼터없음,0.04 : 1,0.67 : 1,0.25 : 1,0.17 : 1,1.16 : 1,3.50 : 1,1.00 : 1,1.00 : 1,0.18 : 1,0.29 : 1,신청없음,0.11 : 1
COR1009-02,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,쿼터없음,1 : 0.29,쿼터없음,쿼터없음,쿼터없음,1 : 0.01,쿼터없음,쿼터없음,쿼터없음,1 : 0.95,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 1.52,1 : 2.33,쿼터없음,쿼터없음,1 : 0.08,쿼터없음,쿼터없음,쿼터없음,1 : 1.18,1 : 3.00,1 : 3.00,쿼터없음,0.07 : 1,신청없음,신청없음,신청없음,0.34 : 1,0.14 : 1,0.10 : 1,0.03 : 1,0.30 : 1,0.43 : 1,0.14 : 1,0.33 : 1
COR1009-03,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,쿼터없음,1 : 1.26,쿼터없음,쿼터없음,쿼터없음,1 : 0.01,쿼터없음,쿼터없음,쿼터없음,1 : 0.43,쿼터없음,쿼터없음,쿼터없음,1 : 0.08,쿼터없음,쿼터없음,쿼터없음,1 : 0.66,1 : 0.35,쿼터없음,쿼터없음,1 : 0.10,쿼터없음,쿼터없음,쿼터없음,1 : 0.04,1 : 0.06,신청없음,쿼터없음,0.02 : 1,신청없음,신청없음,신청없음,0.13 : 1,0.14 : 1,0.02 : 1,0.02 : 1,0.03 : 1,0.36 : 1,신청없음,신청없음
COR1009-04,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,쿼터없음,1 : 0.22,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.25,쿼터없음,쿼터없음,쿼터없음,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,1 : 0.48,1 : 0.10,쿼터없음,쿼터없음,1 : 0.07,쿼터없음,쿼터없음,쿼터없음,1 : 0.64,1 : 0.73,1 : 0.50,1 : 0.20,0.05 : 1,쿼터없음,쿼터없음,쿼터없음,0.48 : 1,0.14 : 1,0.08 : 1,신청없음,신청없음,0.07 : 1,0.05 : 1,0.10 : 1
COR1011-02,컴퓨팅사고력(고급),쿼터없음,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.05,1 : 0.30,쿼터없음,쿼터없음,,,,,신청없음,1 : 0.10,쿼터없음,쿼터없음,,,,,신청없음,1 : 0.40,쿼터없음,쿼터없음,,,,,0.02 : 1,0.40 : 1,쿼터없음,쿼터없음,,,,,,,,
CSE2003-01,기초공학설계,신청없음,쿼터없음,쿼터없음,쿼터없음,1 : 0.30,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.35,쿼터없음,쿼터없음,쿼터없음,1 : 0.08,쿼터없음,쿼터없음,쿼터없음,1 : 0.40,신청없음,쿼터없음,쿼터없음,신청없음,쿼터없음,쿼터없음,쿼터없음,1 : 0.23,1 : 0.05,쿼터없음,쿼터없음,신청없음,쿼터없음,쿼터없음,쿼터없음,0.25 : 1,쿼터없음,쿼터없음,쿼터없음,신청없음,쿼터없음,쿼터없음,쿼터없음
CSE2003-02,기초공학설계,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,,,,,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.02,쿼터없음,쿼터없음,쿼터없음,,,,,0.02 : 1,쿼터없음,쿼터없음,쿼터없음,,,,,신청없음,쿼터없음,쿼터없음,쿼터없음
CSE2003-03,기초공학설계,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,,,,,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,,,,,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,신청없음,쿼터없음,쿼터없음,쿼터없음,,,,,0.02 : 1,쿼터없음,쿼터없음,쿼터없음
CSE2004-01,공학설계입문,쿼터없음,1 : 1.00,쿼터없음,쿼터없음,,,,,쿼터없음,쿼터없음,쿼터없음,쿼터없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSE2009-01,컴퓨터공학및정보통신개론,신청없음,1 : 0.20,1 : 0.39,1 : 0.02,,,,,신청없음,1 : 0.20,1 : 0.22,1 : 0.08,,,,,쿼터없음,1 : 1.40,1 : 2.20,1 : 0.80,,,,,쿼터없음,신청없음,1 : 0.30,1 : 0.42,,,,,쿼터없음,쿼터없음,0.80 : 1,0.50 : 1,,,,,,,,
CSE3013-01,컴퓨터공학설계및실험I,쿼터없음,1 : 1.55,쿼터없음,쿼터없음,쿼터없음,1 : 0.50,쿼터없음,쿼터없음,쿼터없음,1 : 1.15,쿼터없음,쿼터없음,쿼터없음,1 : 0.85,쿼터없음,쿼터없음,쿼터없음,1 : 1.55,쿼터없음,쿼터없음,쿼터없음,1 : 1.95,쿼터없음,쿼터없음,쿼터없음,1 : 1.54,쿼터없음,쿼터없음,쿼터없음,1 : 0.90,1 : 2.00,1 : 3.50,쿼터없음,0.64 : 1,쿼터없음,쿼터없음,쿼터없음,0.63 : 1,쿼터없음,쿼터없음,쿼터없음,0.46 : 1,쿼터없음,쿼터없음
CSE3013-02,컴퓨터공학설계및실험I,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.45,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.20,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.75,쿼터없음,쿼터없음,,,,,쿼터없음,0.82 : 1,쿼터없음,쿼터없음,,,,,쿼터없음,0.04 : 1,쿼터없음,쿼터없음
CSE3013-03,컴퓨터공학설계및실험I,쿼터없음,1 : 2.05,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 1.85,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 1.65,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 1.36,쿼터없음,쿼터없음,,,,,쿼터없음,1.07 : 1,쿼터없음,쿼터없음,,,,,쿼터없음,1.29 : 1,쿼터없음,쿼터없음
CSE3013-04,컴퓨터공학설계및실험I,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.35,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.20,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.25,쿼터없음,쿼터없음,,,,,쿼터없음,1.04 : 1,쿼터없음,쿼터없음,,,,,쿼터없음,0.71 : 1,쿼터없음,쿼터없음
CSE3013-05,컴퓨터공학설계및실험I,쿼터없음,1 : 0.70,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.70,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 1.05,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.18,쿼터없음,쿼터없음,,,,,쿼터없음,0.39 : 1,쿼터없음,쿼터없음,,,,,쿼터없음,1.21 : 1,쿼터없음,쿼터없음
CSE3016-01,컴퓨터공학실험II,쿼터없음,1 : 0.15,쿼터없음,쿼터없음,쿼터없음,1 : 1.30,쿼터없음,쿼터없음,쿼터없음,신청없음,쿼터없음,쿼터없음,쿼터없음,1 : 0.55,쿼터없음,쿼터없음,쿼터없음,1 : 0.55,쿼터없음,쿼터없음,쿼터없음,1 : 1.87,쿼터없음,쿼터없음,쿼터없음,1 : 0.55,쿼터없음,쿼터없음,쿼터없음,1 : 1.16,쿼터없음,쿼터없음,쿼터없음,0.35 : 1,0.61 : 1,0.30 : 1,쿼터없음,1.11 : 1,쿼터없음,쿼터없음,쿼터없음,0.50 : 1,쿼터없음,쿼터없음
CSE3030-01,어셈블리프로그래밍,쿼터없음,1 : 0.67,1 : 0.25,쿼터없음,,,,,쿼터없음,1 : 0.49,1 : 0.27,쿼터없음,,,,,쿼터없음,1 : 0.66,1 : 0.35,쿼터없음,,,,,1 : 0.03,1 : 0.61,쿼터없음,쿼터없음,,,,,쿼터없음,0.79 : 1,0.40 : 1,쿼터없음,,,,,쿼터없음,0.69 : 1,0.40 : 1,쿼터없음
CSE3030-02,어셈블리프로그래밍,쿼터없음,1 : 0.51,1 : 0.13,쿼터없음,,,,,쿼터없음,1 : 0.47,1 : 0.13,쿼터없음,,,,,쿼터없음,1 : 0.59,1 : 0.34,쿼터없음,,,,,신청없음,1 : 0.80,쿼터없음,쿼터없음,,,,,쿼터없음,0.71 : 1,0.42 : 1,쿼터없음,,,,,쿼터없음,0.76 : 1,0.68 : 1,쿼터없음
CSE3080-01,자료구조,쿼터없음,1 : 0.59,1 : 0.20,쿼터없음,쿼터없음,1 : 0.12,쿼터없음,쿼터없음,쿼터없음,1 : 0.43,1 : 0.17,쿼터없음,쿼터없음,1 : 0.20,쿼터없음,쿼터없음,쿼터없음,1 : 0.64,1 : 0.27,쿼터없음,쿼터없음,1 : 0.33,쿼터없음,쿼터없음,신청없음,1 : 0.79,쿼터없음,쿼터없음,쿼터없음,1 : 0.75,쿼터없음,쿼터없음,쿼터없음,0.40 : 1,0.26 : 1,쿼터없음,쿼터없음,0.17 : 1,쿼터없음,쿼터없음,쿼터없음,0.33 : 1,0.22 : 1,쿼터없음
CSE3080-02,자료구조,쿼터없음,1 : 0.54,1 : 0.21,쿼터없음,,,,,쿼터없음,1 : 0.56,1 : 0.21,쿼터없음,,,,,쿼터없음,1 : 0.53,1 : 0.21,쿼터없음,,,,,1 : 0.07,1 : 0.83,쿼터없음,쿼터없음,,,,,쿼터없음,0.33 : 1,0.10 : 1,쿼터없음,쿼터없음,0.35 : 1,쿼터없음,쿼터없음,쿼터없음,0.44 : 1,0.25 : 1,쿼터없음
CSE4010-01,컴퓨터구조와논리I,쿼터없음,쿼터없음,1 : 0.80,1 : 0.20,,,,,쿼터없음,쿼터없음,1 : 0.78,1 : 0.32,,,,,쿼터없음,쿼터없음,1 : 0.74,1 : 0.52,,,,,쿼터없음,쿼터없음,1 : 1.06,1 : 0.40,,,,,쿼터없음,쿼터없음,0.96 : 1,1.18 : 1,,,,,,,,
CSE4050-01,프로그래밍언어,쿼터없음,쿼터없음,1 : 0.63,1 : 0.04,,,,,쿼터없음,쿼터없음,1 : 0.37,1 : 0.15,,,,,쿼터없음,쿼터없음,1 : 0.46,1 : 0.25,,,,,쿼터없음,쿼터없음,1 : 0.60,1 : 0.17,,,,,쿼터없음,쿼터없음,0.40 : 1,0.22 : 1,,,,,쿼터없음,쿼터없음,0.41 : 1,0.24 : 1
CSE4050-02,프로그래밍언어,쿼터없음,쿼터없음,1 : 0.53,1 : 0.05,,,,,쿼터없음,쿼터없음,1 : 0.44,1 : 0.13,,,,,쿼터없음,쿼터없음,1 : 0.50,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 0.67,1 : 0.34,,,,,쿼터없음,쿼터없음,0.37 : 1,0.15 : 1,,,,,쿼터없음,쿼터없음,0.57 : 1,0.23 : 1
CSE4100-01,시스템프로그래밍,쿼터없음,쿼터없음,1 : 0.64,1 : 0.07,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.18,,,,,쿼터없음,쿼터없음,1 : 0.50,1 : 0.22,,,,,쿼터없음,쿼터없음,1 : 0.67,1 : 0.17,,,,,쿼터없음,쿼터없음,0.41 : 1,0.17 : 1,,,,,쿼터없음,쿼터없음,0.61 : 1,0.49 : 1
CSE4100-02,시스템프로그래밍,쿼터없음,쿼터없음,1 : 0.49,신청없음,,,,,쿼터없음,쿼터없음,1 : 0.46,1 : 0.15,,,,,쿼터없음,쿼터없음,1 : 0.49,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 0.59,1 : 0.24,,,,,쿼터없음,쿼터없음,0.66 : 1,0.41 : 1,,,,,쿼터없음,쿼터없음,0.51 : 1,0.31 : 1
CSE4110-01,데이터베이스시스템,쿼터없음,쿼터없음,1 : 0.42,1 : 0.51,,,,,쿼터없음,쿼터없음,1 : 0.26,1 : 0.49,,,,,쿼터없음,쿼터없음,1 : 0.59,1 : 1.03,,,,,쿼터없음,쿼터없음,1 : 0.95,1 : 1.47,,,,,쿼터없음,쿼터없음,1.10 : 1,0.39 : 1,,,,,쿼터없음,쿼터없음,0.43 : 1,0.21 : 1
CSE4116-01,임베디드시스템소프트웨어,쿼터없음,쿼터없음,쿼터없음,1 : 0.64,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.83,,,,,쿼터없음,쿼터없음,1 : 0.21,쿼터없음,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 2.00,,,,,쿼터없음,쿼터없음,쿼터없음,1.42 : 1,,,,,쿼터없음,쿼터없음,쿼터없음,1.13 : 1
CSE4120-01,기초컴파일러구성,쿼터없음,쿼터없음,1 : 0.13,1 : 0.19,,,,,쿼터없음,쿼터없음,1 : 0.17,1 : 0.21,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.18,1 : 0.52,,,,,,,,,쿼터없음,쿼터없음,0.08 : 1,0.11 : 1,,,,
CSE4170-01,기초컴퓨터그래픽스,쿼터없음,쿼터없음,1 : 0.44,1 : 0.24,,,,,쿼터없음,쿼터없음,1 : 0.25,1 : 0.28,,,,,쿼터없음,쿼터없음,1 : 0.53,1 : 0.53,,,,,쿼터없음,쿼터없음,1 : 0.60,1 : 0.44,,,,,쿼터없음,쿼터없음,0.54 : 1,0.36 : 1,,,,,쿼터없음,쿼터없음,0.64 : 1,0.61 : 1
CSE4175-01,기초컴퓨터네트워크,쿼터없음,쿼터없음,1 : 0.80,1 : 0.44,,,,,쿼터없음,쿼터없음,1 : 2.20,1 : 0.50,,,,,쿼터없음,쿼터없음,1 : 0.60,1 : 0.34,,,,,쿼터없음,쿼터없음,1 : 0.85,1 : 0.64,,,,,쿼터없음,쿼터없음,1.05 : 1,0.82 : 1,,,,,쿼터없음,쿼터없음,1.55 : 1,0.66 : 1
CSE4183-01,SW명세화기법,쿼터없음,쿼터없음,1 : 0.50,1 : 0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSE4186-01,캡스톤디자인I,쿼터없음,쿼터없음,쿼터없음,1 : 0.19,쿼터없음,쿼터없음,쿼터없음,1 : 0.03,쿼터없음,쿼터없음,신청없음,1 : 0.18,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,1 : 0.30,1 : 0.21,,,,,쿼터없음,쿼터없음,1 : 0.30,1 : 0.70,쿼터없음,쿼터없음,신청없음,1 : 0.12,쿼터없음,쿼터없음,0.05 : 1,0.29 : 1,쿼터없음,쿼터없음,신청없음,0.11 : 1,,,,
CSE4186-02,캡스톤디자인I,쿼터없음,쿼터없음,쿼터없음,1 : 0.11,,,,,쿼터없음,쿼터없음,1 : 0.20,1 : 0.21,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.52,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.13,,,,,쿼터없음,쿼터없음,0.20 : 1,0.39 : 1,,,,,,,,
CSE4187-01,캡스톤디자인II,쿼터없음,쿼터없음,쿼터없음,1 : 0.06,쿼터없음,쿼터없음,쿼터없음,1 : 0.20,쿼터없음,쿼터없음,신청없음,1 : 0.27,쿼터없음,쿼터없음,쿼터없음,1 : 0.55,쿼터없음,쿼터없음,쿼터없음,1 : 0.38,쿼터없음,쿼터없음,쿼터없음,1 : 0.28,쿼터없음,쿼터없음,쿼터없음,1 : 0.30,쿼터없음,쿼터없음,쿼터없음,1 : 1.18,쿼터없음,쿼터없음,쿼터없음,0.73 : 1,쿼터없음,쿼터없음,쿼터없음,0.90 : 1,,,,
CSE4188-01,암호학기초,쿼터없음,쿼터없음,1 : 0.40,1 : 0.23,,,,,쿼터없음,쿼터없음,1 : 0.67,1 : 0.42,,,,,쿼터없음,쿼터없음,1 : 0.30,1 : 0.39,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.40,,,,,쿼터없음,쿼터없음,0.53 : 1,0.30 : 1,,,,,쿼터없음,쿼터없음,0.13 : 1,0.16 : 1
CSEG312-01,데이터마이닝,쿼터없음,쿼터없음,1 : 0.10,1 : 0.53,,,,,쿼터없음,쿼터없음,1 : 0.30,1 : 1.59,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 1.27,,,,,,,,,,,,,쿼터없음,쿼터없음,쿼터없음,1.00 : 1,,,,,쿼터없음,쿼터없음,쿼터없음,0.80 : 1
CSEQ981-01,컴퓨터교과교육론,신청없음,신청없음,신청없음,1 : 0.07,,,,,신청없음,신청없음,1 : 0.30,1 : 0.08,,,,,신청없음,1 : 0.10,1 : 0.05,신청없음,,,,,신청없음,신청없음,신청없음,1 : 0.03,,,,,신청없음,신청없음,0.10 : 1,0.04 : 1,,,,,신청없음,신청없음,0.05 : 1,0.03 : 1
CSW1010-01,IT개론,1 : 0.10,1 : 2.35,1 : 2.15,1 : 1.30,1 : 1.13,1 : 2.20,1 : 2.13,1 : 0.47,쿼터없음,쿼터없음,1 : 0.80,1 : 0.19,1 : 0.15,1 : 0.24,1 : 0.27,1 : 0.09,쿼터없음,쿼터없음,1 : 0.90,1 : 0.24,1 : 0.05,1 : 0.31,1 : 0.26,1 : 0.24,쿼터없음,쿼터없음,1 : 0.27,1 : 0.29,,,,,,,,,,,,,,,,
CSW2010-01,기초C언어,1 : 0.05,1 : 2.40,1 : 1.85,1 : 0.50,,,,,쿼터없음,쿼터없음,1 : 1.10,1 : 0.33,,,,,신청없음,1 : 2.60,1 : 1.10,1 : 0.50,,,,,1 : 0.03,1 : 3.10,1 : 0.97,1 : 0.13,,,,,신청없음,1.80 : 1,0.37 : 1,0.10 : 1,,,,,0.02 : 1,0.45 : 1,0.71 : 1,0.31 : 1
CSW3010-01,알고리즘입문,신청없음,신청없음,1 : 0.28,1 : 0.63,,,,,신청없음,1 : 0.05,1 : 0.56,1 : 1.73,,,,,신청없음,1 : 0.05,1 : 0.36,1 : 1.09,,,,,신청없음,1 : 0.10,1 : 0.63,1 : 1.18,,,,,신청없음,신청없음,0.30 : 1,0.77 : 1,,,,,신청없음,신청없음,0.65 : 1,1.32 : 1
CSW3020-01,운영체제입문,신청없음,1 : 0.05,1 : 0.21,1 : 0.41,,,,,신청없음,1 : 0.15,1 : 0.38,1 : 1.40,,,,,신청없음,신청없음,1 : 0.20,1 : 0.79,,,,,신청없음,1 : 0.15,1 : 0.57,1 : 1.03,,,,,신청없음,0.15 : 1,0.46 : 1,0.63 : 1,,,,,신청없음,0.10 : 1,0.39 : 1,0.51 : 1
CSW3040-01,소프트웨어공학입문,신청없음,신청없음,1 : 0.08,1 : 0.12,,,,,신청없음,1 : 0.05,1 : 0.13,1 : 0.30,,,,,신청없음,1 : 0.10,1 : 0.16,1 : 0.54,,,,,신청없음,1 : 0.05,1 : 0.05,1 : 0.37,,,,,신청없음,0.05 : 1,0.10 : 1,0.29 : 1,,,,,신청없음,0.05 : 1,0.13 : 1,0.50 : 1
ECO2001-01,경제학원론I,신청없음,1 : 0.13,신청없음,신청없음,1 : 0.36,1 : 0.37,1 : 0.08,1 : 0.07,1 : 0.01,1 : 0.13,1 : 0.14,1 : 0.12,1 : 0.16,1 : 0.17,1 : 0.06,1 : 0.03,1 : 0.01,1 : 0.10,1 : 0.09,1 : 0.08,1 : 0.80,1 : 0.53,1 : 0.17,1 : 0.17,1 : 0.16,1 : 1.73,1 : 0.50,1 : 0.60,1 : 0.14,1 : 0.15,1 : 0.11,1 : 0.09,,,,,1.26 : 1,0.90 : 1,1.00 : 1,1.10 : 1,0.13 : 1,0.88 : 1,0.46 : 1,0.29 : 1
ECO2001-02,경제학원론I,1 : 0.08,1 : 2.13,1 : 2.00,1 : 1.10,1 : 0.04,1 : 0.03,신청없음,신청없음,1 : 0.19,1 : 1.47,1 : 1.20,1 : 0.20,1 : 1.16,1 : 1.90,1 : 3.40,1 : 2.40,1 : 0.03,1 : 0.37,1 : 0.03,1 : 0.03,1 : 0.60,1 : 0.52,1 : 0.22,1 : 0.19,1 : 0.16,1 : 2.88,1 : 3.80,1 : 1.50,1 : 0.28,1 : 0.08,1 : 0.04,1 : 0.01,0.08 : 1,0.47 : 1,0.48 : 1,0.50 : 1,0.76 : 1,0.38 : 1,0.36 : 1,0.18 : 1,0.08 : 1,1.00 : 1,1.10 : 1,0.80 : 1
ECO2001-03,경제학원론I,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 2.09,1 : 1.57,1 : 1.33,1 : 1.20,1 : 0.05,1 : 0.50,1 : 0.04,1 : 0.03,1 : 0.26,1 : 0.24,1 : 0.03,1 : 0.03,1 : 0.10,1 : 1.10,1 : 2.40,1 : 1.40,1 : 0.60,1 : 0.33,1 : 0.08,1 : 0.16,신청없음,1 : 0.13,1 : 0.08,1 : 0.05,1 : 2.00,1 : 2.03,1 : 5.20,1 : 2.80,0.02 : 1,0.37 : 1,0.17 : 1,0.20 : 1,0.76 : 1,0.52 : 1,0.50 : 1,0.28 : 1,신청없음,0.12 : 1,0.06 : 1,신청없음
ECO2001-04,경제학원론I,1 : 0.06,1 : 1.10,1 : 1.00,1 : 0.60,1 : 1.13,1 : 1.00,1 : 0.73,1 : 0.29,1 : 0.04,1 : 0.57,1 : 0.17,1 : 0.07,1 : 0.06,1 : 0.10,1 : 0.06,신청없음,신청없음,1 : 1.10,1 : 2.20,1 : 0.20,1 : 1.90,1 : 1.30,1 : 3.80,1 : 2.40,1 : 0.40,1 : 1.67,1 : 1.40,1 : 0.70,1 : 0.90,1 : 0.56,1 : 0.55,1 : 0.36,0.16 : 1,2.10 : 1,2.20 : 1,0.30 : 1,1.00 : 1,1.00 : 1,0.80 : 1,0.83 : 1,신청없음,0.03 : 1,0.03 : 1,0.02 : 1
ECO2001-05,경제학원론I,1 : 0.09,1 : 1.10,1 : 0.60,1 : 0.57,,,,,1 : 0.06,1 : 0.73,1 : 0.33,1 : 0.14,1 : 0.76,1 : 0.53,1 : 0.35,1 : 0.28,1 : 0.38,1 : 5.20,1 : 7.20,1 : 3.40,,,,,1 : 0.02,1 : 0.30,1 : 0.10,1 : 0.08,,,,,0.25 : 1,1.73 : 1,1.50 : 1,0.90 : 1,,,,,0.01 : 1,0.08 : 1,0.12 : 1,0.10 : 1
ECO2001-06,경제학원론I,1 : 0.02,1 : 0.33,1 : 0.13,1 : 0.06,1 : 0.04,신청없음,1 : 0.03,신청없음,1 : 0.04,1 : 0.53,1 : 0.25,1 : 0.07,,,,,1 : 0.06,1 : 0.45,신청없음,1 : 0.05,,,,,1 : 0.14,1 : 0.33,1 : 0.23,1 : 0.06,,,,,신청없음,0.27 : 1,0.03 : 1,0.02 : 1,,,,,0.05 : 1,0.23 : 1,0.12 : 1,0.10 : 1
